Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Machine failure,Tool wear failure,Heat dissipation failure,Power failure,Overstrain failure,Random failure,power,temperature difference,high_temperature_flag,high_torque_flag,low_rotational_speed_flag,wear_Stress
L,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,5.818554973821989,9.899999999999977,0,0,0,5002.4
H,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,5.5133403141361255,9.799999999999955,0,0,0,5340.0
L,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,7.525256544502618,9.799999999999955,0,0,0,7703.5
M,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,7.528554973821989,9.799999999999955,0,0,0,8022.7
L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,6.680397905759163,9.699999999999989,0,0,1,8272.0
M,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,5.274471204188481,9.699999999999989,0,0,0,4811.4
L,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,7.666345549738219,9.800000000000011,0,1,0,8728.5
M,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,5.958785340314137,9.899999999999977,0,0,0,6045.400000000001
M,300.8,310.7,1386,42.1,170,0,0,0,0,0,0,6.1100104712041885,9.899999999999977,0,0,0,7157.0
L,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,6.547727748691099,9.899999999999977,0,0,0,7404.4
L,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,6.291623036649215,9.899999999999977,0,0,0,6895.0
L,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,8.514450261780105,10.0,0,1,1,10797.0
H,300.7,310.6,1505,40.6,179,0,0,0,0,0,0,6.3982198952879585,9.900000000000034,0,0,0,7267.400000000001
M,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,6.2833821989528795,9.900000000000034,0,0,0,7672.8
L,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,6.744628272251309,9.900000000000034,0,0,0,8078.400000000001
M,300.7,310.6,1488,39.2,189,0,0,0,0,0,0,6.107811518324608,9.900000000000034,0,0,0,7408.8
L,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,7.623706806282722,9.800000000000011,0,0,0,9100.8
L,300.7,310.5,1960,21.0,194,0,0,0,0,0,0,4.309947643979058,9.800000000000011,0,0,0,4074.0
M,300.7,310.5,1594,31.0,196,0,0,0,0,0,0,5.174240837696335,9.800000000000011,0,0,0,6076.0
L,300.7,310.5,1357,52.6,199,0,0,0,0,0,0,7.474157068062827,9.800000000000011,0,0,1,10467.4
L,300.7,310.5,1445,41.1,201,0,0,0,0,0,0,6.218795811518325,9.800000000000011,0,0,0,8261.1
L,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,7.6422931937172764,9.699999999999989,0,0,0,9601.9
L,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,7.5237277486911,9.699999999999989,0,0,0,10783.0
L,300.7,310.3,1458,40.0,207,0,0,0,0,0,0,6.106806282722513,9.600000000000023,0,0,0,8280.0
L,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,9.163225130890053,9.699999999999989,0,1,0,12916.199999999999
L,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,4.5836230366492146,9.699999999999989,0,0,0,5148.4
L,300.6,310.3,1484,41.0,213,0,0,0,0,0,0,6.371099476439791,9.699999999999989,0,0,0,8733.0
L,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,3.527497382198953,9.799999999999955,0,0,0,2881.0
L,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,5.263246073298429,9.699999999999989,0,0,0,6618.5
M,300.6,310.3,1614,32.7,0,0,0,0,0,0,0,5.526471204188482,9.699999999999989,0,0,0,0.0
L,300.6,310.2,1622,34.1,3,0,0,0,0,0,0,5.791643979057592,9.599999999999966,0,0,0,102.30000000000001
M,300.6,310.2,1478,40.1,5,0,0,0,0,0,0,6.206052356020943,9.599999999999966,0,0,0,200.5
L,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,7.0385340314136124,9.599999999999966,0,0,1,408.0
L,300.7,310.2,1493,35.9,10,0,0,0,0,0,0,5.612429319371728,9.5,0,0,0,359.0
H,300.7,310.3,1369,50.7,12,0,0,0,0,0,0,7.267884816753927,9.600000000000023,0,0,0,608.4000000000001
L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,6.95469109947644,9.599999999999966,0,0,0,780.3
L,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,7.759319371727749,9.5,0,0,0,948.1
L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,7.452795811518325,9.599999999999966,0,0,0,1003.8
M,300.6,310.2,1233,52.3,23,0,0,0,0,0,0,6.752450261780104,9.599999999999966,0,0,1,1202.8999999999999
L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,5.6051518324607335,9.5,0,0,0,847.6
M,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,6.340240837696335,9.5,0,0,0,1234.8
L,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,5.388816753926701,9.5,0,0,0,1016.8
L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,4.4167539267015705,9.399999999999977,0,0,0,752.4
M,300.8,310.3,1494,42.2,35,0,0,0,0,0,0,6.601759162303665,9.5,0,0,0,1477.0
H,300.8,310.3,1777,30.1,38,0,0,0,0,0,0,5.600806282722513,9.5,0,0,0,1143.8
L,300.9,310.4,1454,43.1,43,0,0,0,0,0,0,6.562031413612566,9.5,0,0,0,1853.3
L,300.9,310.4,1536,34.2,45,0,0,0,0,0,0,5.500649214659687,9.5,0,0,0,1539.0000000000002
L,300.8,310.5,1482,39.0,47,0,0,0,0,0,0,6.0521465968586385,9.699999999999989,0,0,0,1833.0
H,300.9,310.5,1512,41.2,49,0,0,0,0,0,0,6.522973821989529,9.600000000000023,0,0,0,2018.8000000000002
M,300.8,310.5,1511,35.8,54,0,0,0,0,0,0,5.6642722513089,9.699999999999989,0,0,0,1933.1999999999998
L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,6.781099476439791,9.600000000000023,0,0,0,2308.5
M,300.8,310.4,1518,36.0,59,0,0,0,0,0,0,5.722303664921466,9.599999999999966,0,0,0,2124.0
M,300.8,310.4,1450,39.4,62,0,0,0,0,0,0,5.982198952879581,9.599999999999966,0,0,0,2442.7999999999997
L,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,7.022931937172775,9.5,0,0,0,3055.0
L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,5.3449947643979066,9.5,0,0,0,2190.9
H,300.9,310.4,1457,43.8,69,0,0,0,0,0,0,6.682366492146596,9.5,0,0,0,3022.2
M,301.0,310.6,1460,53.6,74,0,0,0,0,0,0,8.19434554973822,9.600000000000023,0,1,0,3966.4
L,301.0,310.5,1601,33.2,77,0,0,0,0,0,0,5.565780104712043,9.5,0,0,0,2556.4
L,300.9,310.5,1570,40.1,79,0,0,0,0,0,0,6.592356020942408,9.600000000000023,0,0,0,3167.9
L,300.9,310.5,1565,35.9,81,0,0,0,0,0,0,5.883089005235602,9.600000000000023,0,0,0,2907.9
L,301.0,310.5,1378,44.4,83,0,0,0,0,0,0,6.40661780104712,9.5,0,0,0,3685.2
L,300.9,310.5,2288,16.1,85,0,0,0,0,0,0,3.857256544502618,9.600000000000023,0,0,0,1368.5000000000002
M,300.9,310.4,1375,44.7,87,0,0,0,0,0,0,6.43586387434555,9.5,0,0,0,3888.9
L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0,5.204858638743455,9.5,0,0,0,2502.0
M,300.9,310.4,1576,40.4,92,0,0,0,0,0,0,6.667057591623036,9.5,0,0,0,3716.7999999999997
M,300.8,310.3,1868,24.5,95,0,0,0,0,0,0,4.792251308900523,9.5,0,0,0,2327.5
L,300.7,310.1,1261,56.6,98,0,0,0,0,0,0,7.4735706806282725,9.400000000000034,0,1,1,5546.8
M,300.6,310.0,1542,33.9,100,0,0,0,0,0,0,5.473696335078533,9.399999999999977,0,0,0,3390.0
L,300.6,310.0,1438,53.8,103,0,0,0,0,0,0,8.100984293193717,9.399999999999977,0,1,0,5541.4
L,300.6,310.0,1511,36.9,105,0,0,0,0,0,0,5.838314136125654,9.399999999999977,0,0,0,3874.5
L,300.6,310.0,1635,31.0,107,0,0,0,0,0,0,5.307329842931937,9.399999999999977,0,0,0,3317.0
L,300.6,309.9,1428,48.8,109,0,0,0,0,0,0,7.297005235602094,9.299999999999955,0,0,0,5319.2
M,300.5,309.8,1410,44.4,111,0,0,0,0,0,0,6.555392670157068,9.300000000000011,0,0,0,4928.4
L,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,7.137350785340314,9.399999999999977,0,0,0,5460.599999999999
M,300.5,309.9,1552,41.3,116,0,0,0,0,0,0,6.71179057591623,9.399999999999977,0,0,0,4790.799999999999
M,300.5,310.0,1406,50.2,119,0,0,0,0,0,0,7.390701570680628,9.5,0,0,0,5973.8
L,300.5,309.9,1443,48.3,122,0,0,0,0,0,0,7.2981047120418845,9.399999999999977,0,0,0,5892.599999999999
M,300.5,309.9,1343,63.7,124,0,0,0,0,0,0,8.958020942408378,9.399999999999977,0,1,1,7898.8
M,300.6,310.0,1486,41.2,127,0,0,0,0,0,0,6.410806282722514,9.399999999999977,0,0,0,5232.400000000001
L,300.6,310.1,1297,50.0,130,0,0,0,0,0,0,6.790575916230367,9.5,0,0,1,6500.0
L,300.6,310.1,1495,42.3,132,0,0,0,0,0,0,6.621832460732984,9.5,0,0,0,5583.599999999999
L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0,6.729109947643979,9.399999999999977,0,0,0,6231.0
M,300.4,309.8,1356,44.4,136,0,0,0,0,0,0,6.304335078534032,9.400000000000034,0,0,1,6038.4
H,300.3,309.7,1452,41.5,139,0,0,0,0,0,0,6.309738219895288,9.399999999999977,0,0,0,5768.5
H,300.3,309.7,1582,30.8,144,0,0,0,0,0,0,5.102157068062827,9.399999999999977,0,0,0,4435.2
M,300.4,309.8,1517,40.3,149,0,0,0,0,0,0,6.401581151832461,9.400000000000034,0,0,0,6004.7
L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,6.58413612565445,9.5,0,0,0,6764.0
L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,4.981445026178011,9.5,0,0,0,4897.2
L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,6.324523560209425,9.5,0,0,0,6427.200000000001
M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,6.908230366492146,9.5,0,0,0,6446.4
L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,6.591706806282722,9.600000000000023,0,0,0,6729.799999999999
L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,7.232387434554974,9.600000000000023,0,0,0,8035.9
H,300.2,309.9,1906,22.9,165,0,0,0,0,0,0,4.57040837696335,9.699999999999989,0,0,0,3778.4999999999995
L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,5.968837696335078,9.699999999999989,0,0,0,6188.0
L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,7.394649214659685,9.800000000000011,0,0,0,8135.599999999999
L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,6.1959895287958116,9.800000000000011,0,0,0,6942.599999999999
M,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,5.125947643979057,9.699999999999989,0,0,0,5491.2
M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0,5.349193717277487,9.800000000000011,0,0,0,5495.3
L,300.2,310.0,1486,40.1,182,0,0,0,0,0,0,6.2396439790575915,9.800000000000011,0,0,0,7298.2
L,300.2,310.0,1389,53.6,184,0,0,0,0,0,0,7.795853403141362,9.800000000000011,0,1,0,9862.4
L,300.1,310.0,1511,41.7,186,0,0,0,0,0,0,6.597769633507854,9.899999999999977,0,0,0,7756.200000000001
M,300.2,310.1,1485,40.5,188,0,0,0,0,0,0,6.297643979057591,9.900000000000034,0,0,0,7614.0
L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0,6.46869109947644,10.0,0,0,0,8193.9
L,300.2,310.2,1378,43.9,193,0,0,0,0,0,0,6.334471204188481,10.0,0,0,0,8472.699999999999
M,300.1,310.1,1501,39.3,195,0,0,0,0,0,0,6.17689005235602,10.0,0,0,0,7663.499999999999
M,300.2,310.1,1474,44.0,198,0,0,0,0,0,0,6.791204188481675,9.900000000000034,0,0,0,8712.0
L,300.2,310.1,1392,47.9,201,0,0,0,0,0,0,6.98186387434555,9.900000000000034,0,0,0,9627.9
M,300.3,310.2,1429,44.7,203,0,0,0,0,0,0,6.688617801047121,9.899999999999977,0,0,0,9074.1
L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0,8.59985340314136,10.0,0,1,1,12421.8
L,300.3,310.3,1704,29.5,0,0,0,0,0,0,0,5.263664921465969,10.0,0,0,0,0.0
L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,8.170848167539265,9.899999999999977,0,0,0,104.6
M,300.3,310.2,1442,39.5,4,0,0,0,0,0,0,5.964293193717277,9.899999999999977,0,0,0,158.0
M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0,7.754659685863874,10.0,0,0,0,360.5
M,300.1,310.1,1402,46.6,10,0,0,0,0,0,0,6.8411727748691105,10.0,0,0,0,466.0
L,300.1,310.1,1684,30.8,13,0,0,0,0,0,0,5.431120418848168,10.0,0,0,0,400.40000000000003
L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0,7.770157068062828,10.0,0,0,0,727.5
L,300.1,310.1,1569,43.5,17,0,0,0,0,0,0,7.146753926701571,10.0,0,0,0,739.5
L,300.1,310.1,1650,31.6,19,0,0,0,0,0,0,5.459685863874346,10.0,0,0,0,600.4
L,300.2,310.2,1415,49.6,21,0,0,0,0,0,0,7.349109947643979,10.0,0,0,0,1041.6000000000001
L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,5.277486910994765,10.0,0,0,0,724.5
L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,6.745853403141361,9.900000000000034,0,0,0,1057.5
M,300.2,310.2,1628,30.3,27,0,0,0,0,0,0,5.165277486910995,10.0,0,0,0,818.1
L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,7.261267015706807,10.100000000000023,0,0,1,1563.0
L,300.3,310.3,2158,16.8,32,0,0,0,0,0,0,3.796272251308901,10.0,0,0,0,537.6
L,300.2,310.3,1445,50.9,34,0,0,0,0,0,0,7.701623036649215,10.100000000000023,0,0,0,1730.6
M,300.2,310.3,1593,36.1,36,0,0,0,0,0,0,6.021706806282723,10.100000000000023,0,0,0,1299.6000000000001
L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,5.112293193717278,10.099999999999966,0,0,0,1138.8
M,300.4,310.5,1644,31.4,41,0,0,0,0,0,0,5.405403141361257,10.100000000000023,0,0,0,1287.3999999999999
L,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,7.97158115183246,10.100000000000023,0,1,0,2389.2
L,300.4,310.4,1286,56.8,46,0,0,0,0,0,0,7.6486701570680635,10.0,0,1,1,2612.7999999999997
L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0,7.204376963350786,10.0,0,0,0,2222.3999999999996
L,300.3,310.3,1345,46.3,50,0,0,0,0,0,0,6.520785340314135,10.0,0,0,1,2315.0
L,300.3,310.3,1629,34.1,52,0,0,0,0,0,0,5.816638743455497,10.0,0,0,0,1773.2
M,300.2,310.2,1429,43.8,54,0,0,0,0,0,0,6.553947643979058,10.0,0,0,0,2365.2
L,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,8.847979057591623,10.0,0,1,1,3687.9
L,300.1,310.1,1380,52.6,59,0,0,0,0,0,0,7.600837696335079,10.0,0,0,0,3103.4
M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0,7.449204188481675,10.0,0,0,0,3007.2999999999997
H,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,6.3759371727748695,10.0,0,0,0,2732.8
L,300.0,310.0,1486,41.8,69,0,0,0,0,0,0,6.504167539267015,10.0,0,0,0,2884.2
M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0,5.527225130890052,9.899999999999977,0,0,0,2449.5
L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,6.53296335078534,9.899999999999977,0,0,0,3063.6
L,300.0,309.9,1608,33.4,76,0,0,0,0,0,0,5.62379057591623,9.899999999999977,0,0,0,2538.4
L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,6.266429319371728,9.800000000000011,0,0,0,3166.8
L,300.0,309.7,1326,61.9,80,0,0,0,0,0,0,8.594701570680627,9.699999999999989,0,1,1,4952.0
M,299.8,309.6,1434,48.0,82,0,0,0,0,0,0,7.207539267015707,9.800000000000011,0,0,0,3936.0
L,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,6.663267015706807,9.800000000000011,0,0,0,3544.5000000000005
L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,6.149403141361256,9.899999999999977,0,0,0,3445.2000000000003
L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,7.918146596858639,9.899999999999977,0,0,0,4619.099999999999
M,299.7,309.6,1540,34.4,91,0,0,0,0,0,0,5.547225130890053,9.900000000000034,0,0,0,3130.4
L,299.8,309.7,1707,29.1,94,0,0,0,0,0,0,5.201434554973822,9.899999999999977,0,0,0,2735.4
L,299.8,309.7,1624,34.2,96,0,0,0,0,0,0,5.815790575916231,9.899999999999977,0,0,0,3283.2000000000003
M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,6.996460732984293,9.800000000000011,0,0,1,4919.6
L,299.8,309.7,1431,40.3,101,0,0,0,0,0,0,6.038670157068062,9.899999999999977,0,0,0,4070.2999999999997
M,299.8,309.7,1705,28.5,103,0,0,0,0,0,0,5.088219895287958,9.899999999999977,0,0,0,2935.5
M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0,6.753968586387435,10.0,0,0,0,4791.200000000001
M,299.9,309.8,1625,41.2,109,0,0,0,0,0,0,7.010471204188482,9.900000000000034,0,0,0,4490.8
L,299.9,309.8,1477,47.7,112,0,0,0,0,0,0,7.377267015706807,9.900000000000034,0,0,0,5342.400000000001
M,300.0,309.9,1651,28.1,114,0,0,0,0,0,0,4.8579162303664924,9.899999999999977,0,0,0,3203.4
L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0,5.067141361256544,9.900000000000034,0,0,0,3299.4
H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0,7.139267015706806,9.900000000000034,0,0,0,5795.3
M,299.8,309.7,1556,37.7,124,0,0,0,0,0,0,6.142534031413613,9.899999999999977,0,0,0,4674.8
L,299.8,309.7,1429,42.6,127,0,0,0,0,0,0,6.374387434554974,9.899999999999977,0,0,0,5410.2
H,299.7,309.6,1433,49.6,129,0,0,0,0,0,0,7.442596858638744,9.900000000000034,0,0,0,6398.400000000001
M,299.8,309.7,1320,61.7,134,0,0,0,0,0,0,8.528167539267015,9.899999999999977,0,1,1,8267.800000000001
L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,7.423916230366493,9.800000000000011,0,0,0,7069.2
L,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,5.187225130890052,9.800000000000011,0,0,0,4309.0
M,299.8,309.7,1910,21.8,141,0,0,0,0,0,0,4.36,9.899999999999977,0,0,0,3073.8
L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,7.515047120418848,9.900000000000034,0,0,0,7387.2
L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,4.880837696335078,9.900000000000034,0,0,0,3956.6000000000004
H,299.8,309.7,1368,47.4,148,0,0,0,0,0,0,6.789863874345549,9.899999999999977,0,0,0,7015.2
L,299.8,309.8,1749,33.4,153,0,0,0,0,0,0,6.116921465968586,10.0,0,0,0,5110.2
L,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,6.361759162303665,10.0,0,0,0,6107.0
L,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,5.951811518324607,10.099999999999966,0,0,0,5746.2
M,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,7.225329842931938,10.0,0,0,0,6693.900000000001
L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,6.95469109947644,10.100000000000023,0,0,0,7435.8
M,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,7.036198952879581,10.199999999999989,0,0,0,7888.400000000001
L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,7.6672041884816755,10.199999999999989,0,1,1,8984.6
M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,5.671832460732984,10.199999999999989,0,0,0,6269.900000000001
M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,5.758994764397906,10.199999999999989,0,0,0,5796.400000000001
L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,6.397068062827225,10.199999999999989,0,0,0,6300.0
L,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,6.829947643979057,10.300000000000011,0,0,0,7434.0
M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,8.029382198952879,10.200000000000045,0,1,1,10077.699999999999
M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,6.542031413612565,10.100000000000023,0,0,0,7662.2
H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,7.788041884816754,10.200000000000045,0,0,0,9509.0
M,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,7.468230366492147,10.199999999999989,0,0,0,9728.0
L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,4.957486910994764,10.199999999999989,0,0,0,5191.7
L,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,5.351225130890053,10.100000000000023,0,0,0,6747.0
L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,5.122209424083771,10.200000000000045,0,0,0,5732.700000000001
M,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,7.361151832460733,10.100000000000023,0,1,1,10646.5
L,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,5.166073298429319,10.100000000000023,0,0,0,5656.0
L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,6.5622408376963355,10.100000000000023,0,0,0,9118.800000000001
M,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,6.284607329842932,10.099999999999966,0,0,0,8652.0
M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,6.080083769633508,10.100000000000023,0,0,0,8380.9
H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,6.7427120418848165,10.199999999999989,0,0,0,9094.8
L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,6.231434554973823,10.199999999999989,0,0,0,8484.7
L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,5.862565445026178,10.099999999999966,0,0,0,8212.5
M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,5.245821989528796,10.100000000000023,0,0,0,6497.4
H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,6.265968586387435,10.100000000000023,0,0,0,0.0
L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,6.644230366492146,10.199999999999989,0,0,0,209.0
L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,4.724376963350785,10.099999999999966,0,0,0,181.29999999999998
M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,6.7539267015706805,10.100000000000023,0,0,0,387.0
L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,3.6804188481675393,10.100000000000023,0,0,0,174.0
L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,4.778198952879581,10.100000000000023,0,0,0,351.40000000000003
M,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,5.759371727748691,10.200000000000045,0,0,0,569.6
L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,7.017811518324606,10.200000000000045,0,0,0,891.1
M,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,6.807874345549738,10.200000000000045,0,0,0,942.9
L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,7.057675392670157,10.200000000000045,0,0,0,1168.8000000000002
L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,5.419727748691099,10.100000000000023,0,0,0,852.8
L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,4.7389005235602095,10.0,0,0,0,747.6
L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,5.848858638743456,10.100000000000023,0,0,0,1086.0
M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,5.385968586387435,10.100000000000023,0,0,0,1068.8
L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,4.884439790575916,10.199999999999989,0,0,0,903.0
M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,6.729015706806283,10.099999999999966,0,0,1,1838.9
L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,7.4889005235602095,10.100000000000023,0,1,1,2380.0
M,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,5.21013612565445,10.100000000000023,0,0,0,1226.3999999999999
M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,5.896523560209425,10.100000000000023,0,0,0,1714.5
L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,6.135267015706806,10.100000000000023,0,0,0,1857.6000000000001
M,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,6.898429319371727,10.199999999999989,0,0,1,2440.0
L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,8.371204188481675,10.099999999999966,0,1,0,2872.6000000000004
H,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,5.1509738219895285,10.100000000000023,0,0,0,1578.5
L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,6.274188481675393,10.100000000000023,0,0,0,2454.0
L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,9.38689005235602,10.300000000000011,0,1,1,4315.2
L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,5.209162303664922,10.199999999999989,0,0,0,1900.8
L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,5.6639162303664925,10.199999999999989,0,0,0,2402.4
M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,8.869539267015707,10.199999999999989,0,1,0,3991.6000000000004
M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,8.041832460732984,10.199999999999989,0,1,1,4054.1
M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,7.76580104712042,10.199999999999989,0,1,1,4565.8
M,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,5.749528795811519,10.299999999999955,0,0,0,2856.7000000000003
M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,5.719476439790577,10.199999999999989,0,0,0,2856.0
M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,4.318994764397906,10.400000000000034,0,0,0,1726.4
L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,8.0728167539267,10.300000000000011,0,1,0,4626.8
L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,4.614282722513089,10.300000000000011,0,0,0,2147.2
L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,6.924314136125654,10.300000000000011,0,0,0,4203.0
M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,6.207706806282723,10.299999999999955,0,0,0,3505.2000000000003
L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,4.974701570680629,10.399999999999977,0,0,0,2774.0
L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,4.603005235602095,10.5,0,0,0,2357.1
M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,7.9879162303664915,10.399999999999977,0,1,1,5682.599999999999
H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,4.313497382198952,10.399999999999977,0,0,0,2233.7999999999997
L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,6.25130890052356,10.399999999999977,0,0,0,4258.599999999999
